utilization;EDF_busy_period;FPS_busy_period;EDF_first_DM_miss;EDF_schedulable;FPS_schedulable;hyperperiod;Priority_i,Deadline_i,Period_i,ID_i,WCET_i,EDF_response_time_i,FPS_response_time_i,FPS_deadline_miss_task_i,utilization_context_switch_i,utilization_clock_i;;;;;;;;;;;;;;;;;;;
0.9;466053.0;466053.0;0;1;1;113400000;20,26250,26250,1,460,478.0,478.0,0,0.0006857142857142857,0.0008457142857142857;19,33750,33750,2,218,714.0,714.0,0,0.0005333333333333334,0.0006577777777777777;18,37800,37800,3,2130,4315.0,2862.0,0,0.0004761904761904762,0.0005873015873015873;17,39375,39375,4,1318,5890.0,4198.0,0,0.00045714285714285713,0.0005638095238095238;16,45000,45000,5,7194,11515.0,11410.0,0,0.0004,0.0004933333333333334;15,45360,45360,6,447,11875.0,11875.0,0,0.0003968253968253968,0.0004894179894179894;14,60000,60000,7,8041,22280.0,19934.0,0,0.0003,0.00037;13,60480,60480,8,2808,22760.0,22760.0,0,0.00029761904761904765,0.00036706349206349205;12,67500,67500,9,4871,28127.0,28127.0,0,0.0002666666666666667,0.00032888888888888887;11,72000,72000,10,1463,29608.0,29608.0,0,0.00025,0.0003083333333333333;10,75600,75600,11,1099,30725.0,30725.0,0,0.0002380952380952381,0.00029365079365079364;9,84000,84000,12,6618,37597.0,37597.0,0,0.00021428571428571427,0.0002642857142857143;8,90720,90720,13,1321,42420.0,42420.0,0,0.0001984126984126984,0.0002447089947089947;7,105000,105000,14,1548,45108.0,43986.0,0,0.00017142857142857143,0.00021142857142857142;6,118125,118125,15,6074,58233.0,58233.0,0,0.00015238095238095237,0.00018793650793650794;5,175000,175000,16,347,88615.0,58598.0,0,0.00010285714285714286,0.00012685714285714286;4,189000,189000,17,5541,102615.0,102615.0,0,9.523809523809524e-05,0.00011746031746031745;3,196875,196875,18,5335,108446.0,110012.0,0,9.142857142857143e-05,0.00011276190476190476;2,405000,405000,19,8907,157424.0,157424.0,0,4.4444444444444447e-05,5.481481481481481e-05;1,708750,708750,20,54506,444369.0,466053.0,0,2.5396825396825397e-05,3.1322751322751324e-05
0.9;325976.0;325976.0;0;1;0;113400000;20,15750,15750,1,597,615.0,615.0,0,0.001142857142857143,0.0014095238095238095;19,20000,20000,2,400,1033.0,1033.0,0,0.0009,0.0011099999999999999;18,22500,22500,3,1046,2097.0,2097.0,0,0.0008,0.0009866666666666667;17,33750,33750,4,2424,4539.0,4539.0,0,0.0005333333333333334,0.0006577777777777777;16,37800,37800,5,1352,5909.0,5909.0,0,0.0004761904761904762,0.0005873015873015873;15,56250,56250,6,547,6474.0,6474.0,0,0.00032,0.00039466666666666665;14,67500,67500,7,1288,14724.0,7780.0,0,0.0002666666666666667,0.00032888888888888887;13,90000,90000,8,3120,37224.0,10918.0,0,0.0002,0.0002466666666666667;12,100000,100000,9,374,47224.0,11310.0,0,0.00018,0.000222;11,100800,100800,10,1427,48024.0,12755.0,0,0.00017857142857142857,0.00022023809523809523;10,101250,101250,11,6398,48474.0,19786.0,0,0.00017777777777777779,0.00021925925925925924;9,113400,113400,12,16453,60624.0,42584.0,0,0.00015873015873015873,0.00019576719576719576;8,118125,118125,13,4224,65349.0,48505.0,0,0.00015238095238095237,0.00018793650793650794;7,120000,120000,14,16826,67224.0,66947.0,0,0.00015,0.000185;6,126000,126000,15,942,73224.0,72719.0,0,0.00014285714285714287,0.0001761904761904762;5,135000,135000,16,7084,82224.0,82224.0,0,0.00013333333333333334,0.00016444444444444444;4,140000,140000,17,3995,86237.0,86237.0,0,0.00012857142857142858,0.00015857142857142857;3,151200,151200,18,7031,94350.0,98103.0,0,0.00011904761904761905,0.00014682539682539682;2,189000,189000,19,13819,127191.0,218018.0,1,9.523809523809524e-05,0.00011746031746031745;1,700000,700000,20,26,325976.0,325976.0,0,2.5714285714285714e-05,3.1714285714285715e-05
0.9;297911.0;297911.0;0;1;1;113400000;20,10000,10000,1,363,381.0,381.0,0,0.0018,0.0022199999999999998;19,28350,28350,2,2540,2939.0,2939.0,0,0.0006349206349206349,0.000783068783068783;18,33750,33750,3,571,3528.0,3528.0,0,0.0005333333333333334,0.0006577777777777777;17,37800,37800,4,544,4090.0,4090.0,0,0.0004761904761904762,0.0005873015873015873;16,54000,54000,5,4172,8280.0,8280.0,0,0.0003333333333333333,0.0004111111111111111;15,56700,56700,6,2090,10769.0,10769.0,0,0.00031746031746031746,0.0003915343915343915;14,64800,64800,7,277,11121.0,11064.0,0,0.0002777777777777778,0.0003425925925925926;13,70000,70000,8,1703,16321.0,12785.0,0,0.00025714285714285715,0.00031714285714285715;12,108000,108000,9,12703,54321.0,25887.0,0,0.00016666666666666666,0.00020555555555555556;11,112500,112500,10,3236,58821.0,32080.0,0,0.00016,0.00019733333333333332;10,118125,118125,11,1791,64446.0,34478.0,0,0.00015238095238095237,0.00018793650793650794;9,126000,126000,12,10655,72321.0,46094.0,0,0.00014285714285714287,0.0001761904761904762;8,135000,135000,13,3810,81321.0,49922.0,0,0.00013333333333333334,0.00016444444444444444;7,151200,151200,14,31095,97521.0,97521.0,0,0.00011904761904761905,0.00014682539682539682;6,157500,157500,15,1155,98694.0,98694.0,0,0.00011428571428571428,0.00014095238095238096;5,168000,168000,16,235,100482.0,98947.0,0,0.00010714285714285714,0.00013214285714285715;4,168750,168750,17,1886,101232.0,101232.0,0,0.00010666666666666667,0.00013155555555555555;3,189000,189000,18,153,101992.0,101992.0,0,9.523809523809524e-05,0.00011746031746031745;2,200000,200000,19,5291,107301.0,107301.0,0,9e-05,0.000111;1,405000,405000,20,23959,297911.0,297911.0,0,4.4444444444444447e-05,5.481481481481481e-05
0.9;557558.0;557558.0;0;1;1;113400000;20,45360,45360,1,4165,4183.0,4183.0,0,0.0003968253968253968,0.0004894179894179894;19,50400,50400,2,2,4203.0,4203.0,0,0.00035714285714285714,0.00044047619047619046;18,54000,54000,3,1722,5943.0,5943.0,0,0.0003333333333333333,0.0004111111111111111;17,65625,65625,4,1205,7755.0,7166.0,0,0.00027428571428571427,0.00033828571428571425;16,67500,67500,5,28,9630.0,7212.0,0,0.0002666666666666667,0.00032888888888888887;15,70875,70875,6,3923,13005.0,11153.0,0,0.00025396825396825396,0.00031322751322751324;14,72000,72000,7,2959,14130.0,14130.0,0,0.00025,0.0003083333333333333;13,81000,81000,8,916,19634.0,15064.0,0,0.00022222222222222223,0.00027407407407407404;12,100000,100000,9,753,38634.0,15835.0,0,0.00018,0.000222;11,100800,100800,10,9365,39434.0,25218.0,0,0.00017857142857142857,0.00022023809523809523;10,101250,101250,11,2383,39884.0,27619.0,0,0.00017777777777777779,0.00021925925925925924;9,112500,112500,12,376,51134.0,28013.0,0,0.00016,0.00019733333333333332;8,126000,126000,13,504,64634.0,28535.0,0,0.00014285714285714287,0.0001761904761904762;7,129600,129600,14,5075,68234.0,33628.0,0,0.0001388888888888889,0.0001712962962962963;6,140000,140000,15,6662,78634.0,40308.0,0,0.00012857142857142858,0.00015857142857142857;5,141750,141750,16,22774,80384.0,70312.0,0,0.00012698412698412698,0.00015661375661375662;4,157500,157500,17,14703,96134.0,97068.0,0,0.00011428571428571428,0.00014095238095238096;3,196875,196875,18,9435,115211.0,121230.0,0,9.142857142857143e-05,0.00011276190476190476;2,420000,420000,19,27306,255617.0,255617.0,0,4.2857142857142856e-05,5.2857142857142855e-05;1,810000,810000,20,45324,527558.0,557558.0,0,2.2222222222222223e-05,2.7407407407407405e-05
0.9;365887.0;365887.0;0;1;0;113400000;20,22500,22500,1,955,973.0,973.0,0,0.0008,0.0009866666666666667;19,25200,25200,2,65,1496.0,1056.0,0,0.0007142857142857143,0.0008809523809523809;18,26250,26250,3,1472,2546.0,2546.0,0,0.0006857142857142857,0.0008457142857142857;17,30240,30240,4,1179,3743.0,3743.0,0,0.0005952380952380953,0.0007341269841269841;16,37800,37800,5,1400,5161.0,5161.0,0,0.0004761904761904762,0.0005873015873015873;15,45360,45360,6,328,5507.0,5507.0,0,0.0003968253968253968,0.0004894179894179894;14,54000,54000,7,2132,11411.0,7657.0,0,0.0003333333333333333,0.0004111111111111111;13,60480,60480,8,748,17891.0,8423.0,0,0.00029761904761904765,0.00036706349206349205;12,67500,67500,9,2704,24911.0,11145.0,0,0.0002666666666666667,0.00032888888888888887;11,70000,70000,10,3642,27411.0,14805.0,0,0.00025714285714285715,0.00031714285714285715;10,70875,70875,11,1055,28286.0,15878.0,0,0.00025396825396825396,0.00031322751322751324;9,75600,75600,12,5193,33011.0,21089.0,0,0.0002380952380952381,0.00029365079365079364;8,78750,78750,13,3134,36161.0,25297.0,0,0.00022857142857142857,0.0002819047619047619;7,84000,84000,14,4650,41411.0,32652.0,0,0.00021428571428571427,0.0002642857142857143;6,108000,108000,15,7489,65411.0,41577.0,0,0.00016666666666666666,0.00020555555555555556;5,131250,131250,16,20745,88661.0,96311.0,0,0.00013714285714285713,0.00016914285714285713;4,135000,135000,17,3175,92411.0,99504.0,0,0.00013333333333333334,0.00016444444444444444;3,140000,140000,18,7152,97411.0,120295.0,0,0.00012857142857142858,0.00015857142857142857;2,157500,157500,19,8923,114911.0,199287.0,1,0.00011428571428571428,0.00014095238095238096;1,700000,700000,20,13842,365887.0,365887.0,0,2.5714285714285714e-05,3.1714285714285715e-05
0.9;439509.0;439509.0;0;1;1;113400000;20,10000,10000,1,267,285.0,285.0,0,0.0018,0.0022199999999999998;19,26250,26250,2,3143,3446.0,3446.0,0,0.0006857142857142857,0.0008457142857142857;18,37800,37800,3,889,4353.0,4353.0,0,0.0004761904761904762,0.0005873015873015873;17,40000,40000,4,225,4596.0,4596.0,0,0.00045,0.0005549999999999999;16,45000,45000,5,1791,6405.0,6405.0,0,0.0004,0.0004933333333333334;15,50000,50000,6,1583,8734.0,8006.0,0,0.00036,0.000444;14,50400,50400,7,1110,9134.0,9134.0,0,0.00035714285714285714,0.00044047619047619046;13,52500,52500,8,1524,10961.0,10961.0,0,0.00034285714285714285,0.00042285714285714284;12,63000,63000,9,1515,16909.0,12494.0,0,0.00028571428571428574,0.0003523809523809524;11,65625,65625,10,1595,19534.0,14107.0,0,0.00027428571428571427,0.00033828571428571425;10,75000,75000,11,2107,28909.0,16232.0,0,0.00024,0.000296;9,75600,75600,12,9813,29509.0,29509.0,0,0.0002380952380952381,0.00029365079365079364;8,78750,78750,13,819,30631.0,30631.0,0,0.00022857142857142857,0.0002819047619047619;7,84000,84000,14,1649,32298.0,32298.0,0,0.00021428571428571427,0.0002642857142857143;6,129600,129600,15,13487,49047.0,49047.0,0,0.0001388888888888889,0.0001712962962962963;5,151200,151200,16,7137,67350.0,67350.0,0,0.00011904761904761905,0.00014682539682539682;4,168000,168000,17,1583,68951.0,68951.0,0,0.00010714285714285714,0.00013214285714285715;3,175000,175000,18,3759,73013.0,73013.0,0,0.00010285714285714286,0.00012685714285714286;2,525000,525000,19,44626,264509.0,224988.0,0,3.4285714285714284e-05,4.228571428571428e-05;1,700000,700000,20,58083,439509.0,439509.0,0,2.5714285714285714e-05,3.1714285714285715e-05
0.9;311761.0;311761.0;0;1;0;113400000;20,18900,18900,1,393,411.0,411.0,0,0.0009523809523809524,0.0011746031746031746;19,22500,22500,2,904,1333.0,1333.0,0,0.0008,0.0009866666666666667;18,33750,33750,3,1811,3212.0,3162.0,0,0.0005333333333333334,0.0006577777777777777;17,35000,35000,4,1282,4462.0,4462.0,0,0.0005142857142857143,0.0006342857142857143;16,42000,42000,5,1516,5996.0,5996.0,0,0.00042857142857142855,0.0005285714285714286;15,56700,56700,6,1043,7057.0,7057.0,0,0.00031746031746031746,0.0003915343915343915;14,63000,63000,7,5263,12338.0,12338.0,0,0.00028571428571428574,0.0003523809523809524;13,65625,65625,8,2333,14689.0,14689.0,0,0.00027428571428571427,0.00033828571428571425;12,70875,70875,9,3167,17874.0,17874.0,0,0.00025396825396825396,0.00031322751322751324;11,78750,78750,10,1100,24109.0,19403.0,0,0.00022857142857142857,0.0002819047619047619;10,81000,81000,11,6016,26359.0,26359.0,0,0.00022222222222222223,0.00027407407407407404;9,90000,90000,12,4391,34505.0,30768.0,0,0.0002,0.0002466666666666667;8,100800,100800,13,2212,45305.0,32998.0,0,0.00017857142857142857,0.00022023809523809523;7,129600,129600,14,7637,74105.0,46649.0,0,0.0001388888888888889,0.0001712962962962963;6,131250,131250,15,4314,75755.0,50981.0,0,0.00013714285714285713,0.00016914285714285713;5,135000,135000,16,4289,79505.0,55288.0,0,0.00013333333333333334,0.00016444444444444444;4,141750,141750,17,3616,86255.0,60394.0,0,0.00012698412698412698,0.00015661375661375662;3,157500,157500,18,16882,102005.0,112360.0,0,0.00011428571428571428,0.00014095238095238096;2,196875,196875,19,15210,141380.0,223028.0,1,9.142857142857143e-05,0.00011276190476190476;1,405000,405000,20,9931,308127.0,311761.0,0,4.4444444444444447e-05,5.481481481481481e-05
0.9;487021.0;487021.0;0;1;1;113400000;20,42000,42000,1,460,478.0,478.0,0,0.00042857142857142855,0.0005285714285714286;19,50400,50400,2,3883,4379.0,4379.0,0,0.00035714285714285714,0.00044047619047619046;18,75600,75600,3,652,19706.0,5049.0,0,0.0002380952380952381,0.00029365079365079364;17,78750,78750,4,4930,22856.0,9997.0,0,0.00022857142857142857,0.0002819047619047619;16,84000,84000,5,1659,28106.0,11674.0,0,0.00021428571428571427,0.0002642857142857143;15,84375,84375,6,8813,28481.0,20505.0,0,0.00021333333333333333,0.0002631111111111111;14,90000,90000,7,10184,34106.0,30707.0,0,0.0002,0.0002466666666666667;13,90720,90720,8,4101,34826.0,34826.0,0,0.0001984126984126984,0.0002447089947089947;12,94500,94500,9,27,34871.0,34871.0,0,0.00019047619047619048,0.0002349206349206349;11,105000,105000,10,654,40522.0,35543.0,0,0.00017142857142857143,0.00021142857142857142;10,108000,108000,11,3653,43522.0,39214.0,0,0.00016666666666666666,0.00020555555555555556;9,112500,112500,12,8312,48022.0,48022.0,0,0.00016,0.00019733333333333332;8,113400,113400,13,167,48207.0,48207.0,0,0.00015873015873015873,0.00019576719576719576;7,126000,126000,14,3903,58992.0,56029.0,0,0.00014285714285714287,0.0001761904761904762;6,157500,157500,15,210,90492.0,56257.0,0,0.00011428571428571428,0.00014095238095238096;5,168000,168000,16,20084,100992.0,77029.0,0,0.00010714285714285714,0.00013214285714285715;4,175000,175000,17,3229,107992.0,131734.0,0,0.00010285714285714286,0.00012685714285714286;3,200000,200000,18,7265,121760.0,139017.0,0,9e-05,0.000111;2,567000,567000,19,52990,328353.0,328353.0,0,3.1746031746031745e-05,3.9153439153439155e-05;1,810000,810000,20,27897,487021.0,487021.0,0,2.2222222222222223e-05,2.7407407407407405e-05
0.9;418441.0;418441.0;0;1;0;37800000;20,15750,15750,1,316,334.0,334.0,0,0.001142857142857143,0.0014095238095238095;19,30240,30240,2,752,1104.0,1104.0,0,0.0005952380952380953,0.0007341269841269841;18,35000,35000,3,744,1866.0,1866.0,0,0.0005142857142857143,0.0006342857142857143;17,60000,60000,4,1281,12693.0,3165.0,0,0.0003,0.00037;16,63000,63000,5,12,15693.0,3195.0,0,0.00028571428571428574,0.0003523809523809524;15,70000,70000,6,9161,22693.0,12374.0,0,0.00025714285714285715,0.00031714285714285715;14,87500,87500,7,2867,40193.0,15259.0,0,0.00020571428571428572,0.0002537142857142857;13,90000,90000,8,2649,42693.0,18260.0,0,0.0002,0.0002466666666666667;12,94500,94500,9,17343,47193.0,37487.0,0,0.00019047619047619048,0.0002349206349206349;11,100000,100000,10,5608,52693.0,43113.0,0,0.00018,0.000222;10,100800,100800,11,9059,53493.0,52524.0,0,0.00017857142857142857,0.00022023809523809523;9,105000,105000,12,5151,57693.0,57693.0,0,0.00017142857142857143,0.00021142857142857142;8,131250,131250,13,3160,73647.0,62940.0,0,0.00013714285714285713,0.00016914285714285713;7,135000,135000,14,2355,77397.0,65677.0,0,0.00013333333333333334,0.00016444444444444444;6,150000,150000,15,3443,92397.0,69138.0,0,0.00012,0.000148;5,151200,151200,16,10416,93597.0,157322.0,1,0.00011904761904761905,0.00014682539682539682;4,157500,157500,17,3095,99897.0,171203.0,1,0.00011428571428571428,0.00014095238095238096;3,175000,175000,18,956,117397.0,179271.0,1,0.00010285714285714286,0.00012685714285714286;2,472500,472500,19,26812,276523.0,276523.0,0,3.809523809523809e-05,4.6984126984126986e-05;1,945000,945000,20,13368,418441.0,418441.0,0,1.9047619047619046e-05,2.3492063492063493e-05
0.9;290799.0;290799.0;0;1;0;113400000;20,18900,18900,1,20,38.0,38.0,0,0.0009523809523809524,0.0011746031746031746;19,33750,33750,2,1260,1316.0,1316.0,0,0.0005333333333333334,0.0006577777777777777;18,37800,37800,3,77,5146.0,1411.0,0,0.0004761904761904762,0.0005873015873015873;17,40000,40000,4,2242,7346.0,3671.0,0,0.00045,0.0005549999999999999;16,42000,42000,5,5657,9346.0,9346.0,0,0.00042857142857142855,0.0005285714285714286;15,50000,50000,6,2864,12228.0,12228.0,0,0.00036,0.000444;14,65625,65625,7,506,26095.0,12752.0,0,0.00027428571428571427,0.00033828571428571425;13,75600,75600,8,13090,36070.0,25898.0,0,0.0002380952380952381,0.00029365079365079364;12,84000,84000,9,823,44470.0,26739.0,0,0.00021428571428571427,0.0002642857142857143;11,87500,87500,10,2626,47970.0,29383.0,0,0.00020571428571428572,0.0002537142857142857;10,90000,90000,11,8140,50470.0,38952.0,0,0.0002,0.0002466666666666667;9,90720,90720,12,4285,51190.0,54072.0,0,0.0001984126984126984,0.0002447089947089947;8,105000,105000,13,6895,61023.0,61023.0,0,0.00017142857142857143,0.00021142857142857142;7,118125,118125,14,2056,69481.0,63097.0,0,0.00015238095238095237,0.00018793650793650794;6,140000,140000,15,328,91356.0,63443.0,0,0.00012857142857142858,0.00015857142857142857;5,150000,150000,16,1062,101356.0,64523.0,0,0.00012,0.000148;4,151200,151200,17,3881,102556.0,70224.0,0,0.00011904761904761905,0.00014682539682539682;3,162000,162000,18,11220,113356.0,142023.0,0,0.00011111111111111112,0.00013703703703703702;2,189000,189000,19,8172,140356.0,246344.0,1,9.523809523809524e-05,0.00011746031746031745;1,700000,700000,20,7165,290799.0,290799.0,0,2.5714285714285714e-05,3.1714285714285715e-05
0.9;383834.0;383834.0;0;1;0;113400000;20,10000,10000,1,128,146.0,146.0,0,0.0018,0.0022199999999999998;19,15750,15750,2,505,669.0,669.0,0,0.001142857142857143,0.0014095238095238095;18,25200,25200,3,106,793.0,793.0,0,0.0007142857142857143,0.0008809523809523809;17,42000,42000,4,647,1458.0,1458.0,0,0.00042857142857142855,0.0005285714285714286;16,50000,50000,5,4620,6096.0,6096.0,0,0.00036,0.000444;15,52500,52500,6,2237,8351.0,8351.0,0,0.00034285714285714285,0.00042285714285714284;14,56250,56250,7,2694,11209.0,11209.0,0,0.00032,0.00039466666666666665;13,63000,63000,8,4017,15244.0,15244.0,0,0.00028571428571428574,0.0003523809523809524;12,84375,84375,9,6441,30857.0,22372.0,0,0.00021333333333333333,0.0002631111111111111;11,90000,90000,10,3471,36482.0,25985.0,0,0.0002,0.0002466666666666667;10,100000,100000,11,154,46482.0,26157.0,0,0.00018,0.000222;9,113400,113400,12,907,59882.0,27082.0,0,0.00015873015873015873,0.00019576719576719576;8,120000,120000,13,5002,66482.0,32771.0,0,0.00015,0.000185;7,135000,135000,14,5566,81482.0,38355.0,0,0.00013333333333333334,0.00016444444444444444;6,141750,141750,15,4872,88232.0,44056.0,0,0.00012698412698412698,0.00015661375661375662;5,168750,168750,16,5468,115232.0,59940.0,0,0.00010666666666666667,0.00013155555555555555;4,180000,180000,17,6308,126482.0,71116.0,0,0.0001,0.00012333333333333334;3,200000,200000,18,46249,146482.0,207116.0,1,9e-05,0.000111;2,420000,420000,19,2768,308152.0,313188.0,0,4.2857142857142856e-05,5.2857142857142855e-05;1,675000,675000,20,17654,383834.0,383834.0,0,2.6666666666666667e-05,3.288888888888889e-05
0.9;356454.0;356454.0;0;1;0;113400000;20,15750,15750,1,1166,1184.0,1184.0,0,0.001142857142857143,0.0014095238095238095;19,26250,26250,2,2315,3517.0,3517.0,0,0.0006857142857142857,0.0008457142857142857;18,28350,28350,3,1113,4648.0,4648.0,0,0.0006349206349206349,0.000783068783068783;17,30240,30240,4,234,4900.0,4900.0,0,0.0005952380952380953,0.0007341269841269841;16,42000,42000,5,457,5375.0,5375.0,0,0.00042857142857142855,0.0005285714285714286;15,50000,50000,6,3189,8582.0,8582.0,0,0.00036,0.000444;14,60000,60000,7,2009,17571.0,10609.0,0,0.0003,0.00037;13,67500,67500,8,3820,25071.0,14447.0,0,0.0002666666666666667,0.00032888888888888887;12,70875,70875,9,1533,28446.0,17182.0,0,0.00025396825396825396,0.00031322751322751324;11,78750,78750,10,5340,36321.0,22540.0,0,0.00022857142857142857,0.0002819047619047619;10,90000,90000,11,1678,47571.0,24236.0,0,0.0002,0.0002466666666666667;9,100800,100800,12,8660,58371.0,37814.0,0,0.00017857142857142857,0.00022023809523809523;8,105000,105000,13,4231,62571.0,42538.0,0,0.00017142857142857143,0.00021142857142857142;7,108000,108000,14,4824,65571.0,48564.0,0,0.00016666666666666666,0.00020555555555555556;6,120000,120000,15,688,77571.0,49270.0,0,0.00015,0.000185;5,126000,126000,16,2236,83571.0,58195.0,0,0.00014285714285714287,0.0001761904761904762;4,135000,135000,17,21682,92571.0,141053.0,1,0.00013333333333333334,0.00016444444444444444;3,141750,141750,18,415,95739.0,188484.0,1,0.00012698412698412698,0.00015661375661375662;2,200000,200000,19,6043,132453.0,196162.0,0,9e-05,0.000111;1,787500,787500,20,12337,356454.0,356454.0,0,2.2857142857142858e-05,2.819047619047619e-05
0.9;291137.0;291137.0;0;1;1;113400000;20,18900,18900,1,354,372.0,372.0,0,0.0009523809523809524,0.0011746031746031746;19,20000,20000,2,882,1272.0,1272.0,0,0.0009,0.0011099999999999999;18,22500,22500,3,591,1881.0,1881.0,0,0.0008,0.0009866666666666667;17,28350,28350,4,383,2282.0,2282.0,0,0.0006349206349206349,0.000783068783068783;16,42000,42000,5,2845,5145.0,5145.0,0,0.00042857142857142855,0.0005285714285714286;15,50000,50000,6,2363,7526.0,7526.0,0,0.00036,0.000444;14,64800,64800,7,3993,19801.0,11537.0,0,0.0002777777777777778,0.0003425925925925926;13,67500,67500,8,876,22501.0,12431.0,0,0.0002666666666666667,0.00032888888888888887;12,70000,70000,9,2579,25001.0,15028.0,0,0.00025714285714285715,0.00031714285714285715;11,81000,81000,10,132,36001.0,15178.0,0,0.00022222222222222223,0.00027407407407407404;10,90000,90000,11,1795,45001.0,16991.0,0,0.0002,0.0002466666666666667;9,100000,100000,12,1936,55001.0,19317.0,0,0.00018,0.000222;8,100800,100800,13,21181,55801.0,47170.0,0,0.00017857142857142857,0.00022023809523809523;7,105000,105000,14,79,60001.0,47267.0,0,0.00017142857142857143,0.00021142857142857142;6,108000,108000,15,3263,63001.0,52929.0,0,0.00016666666666666666,0.00020555555555555556;5,141750,141750,16,2512,96751.0,55459.0,0,0.00012698412698412698,0.00015661375661375662;4,151200,151200,17,3398,106201.0,59648.0,0,0.00011904761904761905,0.00014682539682539682;3,162000,162000,18,4916,117001.0,73593.0,0,0.00011111111111111112,0.00013703703703703702;2,180000,180000,19,34885,135001.0,179645.0,0,0.0001,0.00012333333333333334;1,600000,600000,20,5961,291137.0,291137.0,0,3e-05,3.7e-05
0.9;294278.0;294278.0;0;1;0;113400000;20,10000,10000,1,101,119.0,119.0,0,0.0018,0.0022199999999999998;19,25200,25200,2,300,437.0,437.0,0,0.0007142857142857143,0.0008809523809523809;18,28350,28350,3,1465,1920.0,1920.0,0,0.0006349206349206349,0.000783068783068783;17,40000,40000,4,1615,3553.0,3553.0,0,0.00045,0.0005549999999999999;16,47250,47250,5,1281,4852.0,4852.0,0,0.00038095238095238096,0.0004698412698412698;15,50400,50400,6,2196,7066.0,7066.0,0,0.00035714285714285714,0.00044047619047619046;14,52500,52500,7,168,8848.0,7252.0,0,0.00034285714285714285,0.00042285714285714284;13,70875,70875,8,1645,27223.0,8915.0,0,0.00025396825396825396,0.00031322751322751324;12,75000,75000,9,3003,31348.0,12055.0,0,0.00024,0.000296;11,75600,75600,10,4342,31948.0,16415.0,0,0.0002380952380952381,0.00029365079365079364;10,84000,84000,11,7808,40348.0,24360.0,0,0.00021428571428571427,0.0002642857142857143;9,87500,87500,12,471,43848.0,24849.0,0,0.00020571428571428572,0.0002537142857142857;8,100000,100000,13,11613,56348.0,38400.0,0,0.00018,0.000222;7,101250,101250,14,2049,57598.0,42219.0,0,0.00017777777777777779,0.00021925925925925924;6,105000,105000,15,11125,61348.0,58981.0,0,0.00017142857142857143,0.00021142857142857142;5,118125,118125,16,7502,74473.0,66620.0,0,0.00015238095238095237,0.00018793650793650794;4,131250,131250,17,17288,87598.0,149928.0,1,0.00013714285714285713,0.00016914285714285713;3,151200,151200,18,1925,100122.0,192919.0,1,0.00011904761904761905,0.00014682539682539682;2,175000,175000,19,4197,116972.0,251763.0,1,0.00010285714285714286,0.00012685714285714286;1,506250,506250,20,1588,294278.0,294278.0,0,3.555555555555555e-05,4.385185185185185e-05
0.9;336819.0;336819.0;0;1;0;113400000;20,10000,10000,1,54,72.0,72.0,0,0.0018,0.0022199999999999998;19,45000,45000,2,7366,7456.0,7456.0,0,0.0004,0.0004933333333333334;18,50000,50000,3,1097,8571.0,8571.0,0,0.00036,0.000444;17,52500,52500,4,1280,9869.0,9869.0,0,0.00034285714285714285,0.00042285714285714284;16,60480,60480,5,368,10327.0,10327.0,0,0.00029761904761904765,0.00036706349206349205;15,63000,63000,6,752,11576.0,11097.0,0,0.00028571428571428574,0.0003523809523809524;14,67500,67500,7,3415,16076.0,14530.0,0,0.0002666666666666667,0.00032888888888888887;13,70000,70000,8,2836,18576.0,17384.0,0,0.00025714285714285715,0.00031714285714285715;12,78750,78750,9,3179,27326.0,20653.0,0,0.00022857142857142857,0.0002819047619047619;11,90000,90000,10,1475,38576.0,22146.0,0,0.0002,0.0002466666666666667;10,90720,90720,11,1259,39296.0,23423.0,0,0.0001984126984126984,0.0002447089947089947;9,100800,100800,12,5877,49376.0,29318.0,0,0.00017857142857142857,0.00022023809523809523;8,112500,112500,13,1169,61076.0,30577.0,0,0.00016,0.00019733333333333332;7,120000,120000,14,5943,68576.0,36538.0,0,0.00015,0.000185;6,131250,131250,15,6675,79826.0,43303.0,0,0.00013714285714285713,0.00016914285714285713;5,141750,141750,16,9088,90326.0,62736.0,0,0.00012698412698412698,0.00015661375661375662;4,151200,151200,17,3789,99776.0,67313.0,0,0.00011904761904761905,0.00014682539682539682;3,157500,157500,18,2906,106076.0,76596.0,0,0.00011428571428571428,0.00014095238095238096;2,175000,175000,19,33608,123576.0,194170.0,1,0.00010285714285714286,0.00012685714285714286;1,567000,567000,20,13088,336819.0,336819.0,0,3.1746031746031745e-05,3.9153439153439155e-05
